Order_ID,Order_Date,Customer_ID,Customer_Name,City,Product_Category,Product_Name,Quantity,Price,Discount,Sales
102201,5/27/2024,C1334,Customer_99,Jaipur,Electronics,Bluetooth Speaker,2,21853,0,43706
102202,8/11/2024,C9433,Customer_2030,Chennai,Electronics,Headphones,3,47039,0.2,112893.6
102203,6/27/2025,C2639,Customer_1465,Mumbai,Electronics,Smartphone,1,5804,0.15,4933.4
102204,4/13/2024,C6261,Customer_1661,Jaipur,Home Appliances,Vacuum Cleaner,2,23298,0.2,37276.8
102205,2/1/2025,C6329,Customer_1646,Kolkata,Electronics,Headphones,1,24112,0.2,19289.6
102206,10/31/2025,C3461,Customer_2815,Hyderabad,Home Appliances,Microwave,1,2551,0.2,2040.8
102207,3/14/2025,C9705,Customer_978,Bangalore,Home Appliances,Microwave,1,10719,0.1,9647.1
102208,4/26/2025,C6084,Customer_2213,Ahmedabad,Clothing,Jacket,2,10339,0.2,16542.4
102209,9/18/2025,C7481,Customer_2543,Kolkata,Clothing,Jacket,2,41124,0.1,74023.2
102210,8/25/2024,C6869,Customer_2816,Bangalore,Electronics,Laptop,5,30800,0.2,123200
102211,11/19/2024,C7369,Customer_2056,Ahmedabad,Clothing,Sneakers,2,31913,0.2,51060.8
102212,8/21/2024,C7469,Customer_1796,Nagpur,Home Appliances,Microwave,4,45273,0.15,153928.2
102213,5/18/2024,C4485,Customer_1454,Bangalore,Home Appliances,Mixer,3,28666,0.05,81698.1
102214,12/23/2024,C7747,Customer_1440,Mumbai,Electronics,Smartphone,3,21107,0.05,60154.95
102215,9/20/2025,C3288,Customer_1002,Delhi,Electronics,Bluetooth Speaker,2,14695,0.1,26451
102216,2/21/2025,C8443,Customer_725,Mumbai,Electronics,Smartphone,4,6044,0.1,21758.4
102217,6/10/2024,C1187,Customer_2455,Chennai,Furniture,Sofa,3,39456,0.1,106531.2
102218,5/10/2025,C9713,Customer_2427,Chennai,Furniture,Office Chair,2,31220,0.05,59318
102219,4/3/2025,C6731,Customer_2500,Hyderabad,Electronics,Smartphone,2,37363,0,74726
102220,9/20/2025,C4156,Customer_2751,Bangalore,Electronics,Headphones,1,34962,0,34962
102221,7/17/2025,C8682,Customer_110,Delhi,Electronics,Bluetooth Speaker,5,25627,0.15,108914.75
102222,4/24/2025,C6767,Customer_971,Mumbai,Electronics,Bluetooth Speaker,5,21911,0.15,93121.75
102223,2/27/2024,C9493,Customer_1125,Jaipur,Home Appliances,Air Purifier,2,34981,0.15,59467.7
102224,7/13/2025,C3983,Customer_2139,Nagpur,Clothing,Jeans,5,15201,0,76005
102225,7/7/2025,C5355,Customer_1996,Kolkata,Electronics,Headphones,1,8429,0.05,8007.55
102226,7/9/2024,C5840,Customer_1791,Pune,Clothing,Jacket,4,31552,0,126208
102227,9/9/2024,C2675,Customer_1128,Hyderabad,Furniture,Coffee Table,1,41978,0.1,37780.2
102228,11/23/2024,C7448,Customer_913,Mumbai,Home Appliances,Air Fryer,2,25345,0.2,40552
102229,8/22/2025,C7536,Customer_1268,Chennai,Home Appliances,Mixer,2,18808,0.1,33854.4
102230,2/25/2024,C2106,Customer_2729,Kolkata,Furniture,Bookshelf,2,42632,0.05,81000.8
102231,3/15/2025,C3232,Customer_1015,Chennai,Clothing,T-Shirt,1,34476,0,34476
102232,9/4/2025,C8075,Customer_2927,Nagpur,Electronics,Smartwatch,3,14555,0.15,37115.25
102233,2/16/2025,C4131,Customer_2439,Mumbai,Home Appliances,Air Fryer,1,20735,0.1,18661.5
102234,10/4/2025,C3310,Customer_1815,Bangalore,Clothing,Dress,1,33122,0.2,26497.6
102235,5/17/2025,C1969,Customer_531,Chennai,Clothing,Jeans,2,4687,0,9374
102236,12/21/2024,C7414,Customer_488,Bangalore,Electronics,Smartwatch,4,5545,0.1,19962
102237,10/21/2025,C2560,Customer_1516,Jaipur,Furniture,Desk,5,12761,0.15,54234.25
102238,9/21/2025,C3776,Customer_44,Jaipur,Electronics,Laptop,3,19117,0,57351
102239,5/12/2024,C8980,Customer_2482,Jaipur,Furniture,Bookshelf,2,43758,0.2,70012.8
102240,2/17/2025,C5850,Customer_1952,Hyderabad,Furniture,Coffee Table,5,33577,0.1,151096.5
102241,9/24/2024,C7053,Customer_2139,Mumbai,Home Appliances,Air Purifier,2,1065,0.05,2023.5
102242,12/20/2025,C1395,Customer_2459,Mumbai,Clothing,T-Shirt,5,33662,0.2,134648
102243,5/8/2024,C1395,Customer_1286,Ahmedabad,Electronics,Headphones,3,31472,0.1,84974.4
102244,1/26/2025,C5074,Customer_2382,Hyderabad,Electronics,Smartwatch,1,49032,0.05,46580.4
102245,5/6/2025,C6791,Customer_820,Pune,Furniture,Office Chair,5,47990,0.05,227952.5
102246,6/7/2024,C5628,Customer_4,Bangalore,Home Appliances,Mixer,3,47649,0.05,135799.65
102247,2/14/2025,C7980,Customer_1990,Pune,Electronics,Bluetooth Speaker,4,6271,0.1,22575.6
102248,7/8/2024,C6431,Customer_114,Ahmedabad,Home Appliances,Vacuum Cleaner,2,12552,0.05,23848.8
102249,9/5/2024,C5400,Customer_291,Chennai,Home Appliances,Mixer,1,7778,0.05,7389.1
102250,11/3/2025,C7163,Customer_1015,Bangalore,Furniture,Coffee Table,2,38599,0.2,61758.4
102251,2/3/2025,C4380,Customer_589,Delhi,Clothing,Sneakers,1,37044,0.05,35191.8
102252,10/18/2024,C4073,Customer_1073,Chennai,Home Appliances,Mixer,3,23946,0.2,57470.4
102253,12/14/2025,C1541,Customer_461,Ahmedabad,Electronics,Bluetooth Speaker,2,28705,0.2,45928
102254,12/19/2025,C2355,Customer_1731,Delhi,Furniture,Desk,1,12508,0.2,10006.4
102255,6/16/2025,C7329,Customer_301,Nagpur,Furniture,Bookshelf,5,1135,0.1,5107.5
102256,4/19/2024,C8864,Customer_41,Kolkata,Clothing,Jacket,3,32103,0.1,86678.1
102257,2/27/2025,C6223,Customer_815,Kolkata,Home Appliances,Vacuum Cleaner,5,22436,0.1,100962
102258,9/10/2025,C9916,Customer_300,Bangalore,Clothing,Jeans,4,39217,0.15,133337.8
102259,1/3/2024,C5163,Customer_1709,Nagpur,Clothing,Sneakers,1,1216,0,1216
102260,9/19/2024,C7387,Customer_911,Bangalore,Electronics,Bluetooth Speaker,2,6236,0.1,11224.8
102261,7/3/2025,C2230,Customer_900,Ahmedabad,Electronics,Laptop,5,15453,0.1,69538.5
102262,8/17/2025,C4447,Customer_2477,Mumbai,Furniture,Sofa,4,2632,0.15,8948.8
102263,12/6/2024,C1964,Customer_1791,Nagpur,Home Appliances,Air Fryer,1,43791,0.2,35032.8
102264,8/14/2025,C8329,Customer_2163,Ahmedabad,Clothing,T-Shirt,3,18977,0.05,54084.45
102265,4/8/2024,C7179,Customer_2829,Mumbai,Clothing,Sneakers,5,42019,0.2,168076
102266,3/14/2025,C9185,Customer_659,Jaipur,Clothing,Jacket,2,13156,0,26312
102267,10/9/2024,C3529,Customer_466,Pune,Electronics,Bluetooth Speaker,4,32280,0,129120
102268,5/30/2025,C4044,Customer_2210,Chennai,Furniture,Sofa,1,22310,0,22310
102269,2/22/2024,C9574,Customer_2176,Mumbai,Clothing,T-Shirt,5,28172,0.2,112688
102270,4/18/2025,C8187,Customer_698,Kolkata,Clothing,Jeans,1,39606,0.2,31684.8
102271,2/20/2025,C9208,Customer_2708,Kolkata,Furniture,Bookshelf,4,41493,0.2,132777.6
102272,10/11/2025,C4104,Customer_1855,Kolkata,Furniture,Sofa,1,38461,0.15,32691.85
102273,4/6/2025,C5506,Customer_2811,Jaipur,Electronics,Smartwatch,3,39057,0.1,105453.9
102274,11/16/2024,C8253,Customer_760,Hyderabad,Electronics,Smartwatch,2,40363,0.15,68617.1
102275,8/2/2025,C2667,Customer_1278,Chennai,Home Appliances,Air Purifier,1,36057,0.1,32451.3
102276,8/12/2025,C2106,Customer_2868,Chennai,Home Appliances,Vacuum Cleaner,4,44446,0.1,160005.6
102277,1/1/2025,C6289,Customer_2079,Kolkata,Furniture,Office Chair,5,3156,0,15780
102278,4/26/2025,C3637,Customer_2515,Mumbai,Electronics,Smartphone,2,40720,0.05,77368
102279,12/9/2025,C2316,Customer_717,Kolkata,Home Appliances,Air Purifier,2,42184,0.15,71712.8
102280,5/2/2025,C5086,Customer_2236,Pune,Furniture,Coffee Table,4,49070,0.1,176652
102281,1/8/2025,C5423,Customer_1332,Ahmedabad,Home Appliances,Mixer,2,28689,0.2,45902.4
102282,5/14/2025,C5558,Customer_1067,Hyderabad,Electronics,Headphones,2,38078,0.2,60924.8
102283,10/8/2024,C4070,Customer_338,Jaipur,Home Appliances,Microwave,5,28546,0.15,121320.5
102284,4/3/2024,C5467,Customer_2299,Delhi,Electronics,Smartphone,2,25603,0.2,40964.8
102285,11/10/2025,C4967,Customer_2185,Jaipur,Clothing,T-Shirt,1,4407,0.05,4186.65
102286,2/27/2024,C5831,Customer_798,Jaipur,Home Appliances,Vacuum Cleaner,5,20276,0.15,86173
102287,5/5/2025,C8535,Customer_1957,Jaipur,Clothing,T-Shirt,5,25468,0.1,114606
102288,2/6/2024,C4339,Customer_2628,Hyderabad,Home Appliances,Mixer,2,38160,0,76320
102289,6/6/2024,C1712,Customer_336,Pune,Electronics,Headphones,1,49917,0,49917
102290,6/28/2025,C1004,Customer_342,Chennai,Home Appliances,Air Fryer,3,28621,0.05,81569.85
102291,10/21/2025,C2216,Customer_950,Jaipur,Furniture,Desk,3,16561,0,49683
102292,3/16/2025,C3522,Customer_1300,Bangalore,Furniture,Office Chair,4,47829,0.2,153052.8
102293,11/13/2025,C2940,Customer_2174,Nagpur,Electronics,Smartwatch,2,3148,0.1,5666.4
102294,5/3/2024,C8732,Customer_2585,Nagpur,Electronics,Smartwatch,5,22364,0.05,106229
102295,5/4/2025,C6086,Customer_2983,Jaipur,Furniture,Coffee Table,1,41659,0.05,39576.05
102296,4/26/2024,C3372,Customer_421,Nagpur,Home Appliances,Air Purifier,1,18571,0.15,15785.35
102297,4/14/2025,C2656,Customer_233,Pune,Electronics,Smartwatch,5,16168,0.05,76798
102298,12/6/2025,C8079,Customer_1359,Chennai,Electronics,Bluetooth Speaker,3,4208,0.15,10730.4
102299,12/1/2025,C2140,Customer_360,Mumbai,Clothing,Sneakers,2,8056,0.15,13695.2
102300,4/11/2024,C6772,Customer_483,Jaipur,Furniture,Bookshelf,3,20930,0.15,53371.5
102301,9/9/2025,C5772,Customer_565,Delhi,Electronics,Smartwatch,5,34985,0.15,148686.25
102302,4/27/2024,C5478,Customer_2260,Mumbai,Electronics,Smartwatch,5,22204,0.2,88816
102303,5/9/2024,C9087,Customer_690,Pune,Home Appliances,Air Fryer,3,42765,0.05,121880.25
102304,4/18/2024,C4001,Customer_2391,Mumbai,Home Appliances,Vacuum Cleaner,3,19501,0.2,46802.4
102305,3/1/2024,C5759,Customer_1536,Hyderabad,Furniture,Desk,4,3638,0.05,13824.4
102306,4/2/2024,C6471,Customer_822,Jaipur,Clothing,Jeans,4,33646,0.1,121125.6
102307,4/29/2024,C4168,Customer_1215,Bangalore,Clothing,Jacket,3,46493,0.2,111583.2
102308,2/6/2024,C6892,Customer_1661,Delhi,Furniture,Bookshelf,4,294,0.1,1058.4
102309,7/29/2024,C7251,Customer_481,Bangalore,Electronics,Laptop,2,14129,0.15,24019.3
102310,9/28/2024,C9793,Customer_2159,Hyderabad,Clothing,Jeans,1,49936,0.15,42445.6
102311,4/29/2025,C5322,Customer_2021,Jaipur,Clothing,Jeans,1,17304,0.2,13843.2
102312,12/31/2024,C9758,Customer_2136,Delhi,Home Appliances,Air Purifier,3,12174,0.15,31043.7
102313,11/12/2025,C5184,Customer_2299,Kolkata,Clothing,Jacket,3,1098,0.1,2964.6
102314,11/24/2025,C8165,Customer_2074,Hyderabad,Electronics,Laptop,4,41421,0.1,149115.6
102315,4/9/2025,C7641,Customer_1239,Jaipur,Furniture,Office Chair,5,11052,0.1,49734
102316,1/6/2024,C8581,Customer_86,Hyderabad,Home Appliances,Air Fryer,5,19324,0.2,77296
102317,6/12/2025,C9722,Customer_2778,Pune,Furniture,Office Chair,2,5144,0,10288
102318,9/19/2024,C1614,Customer_2712,Jaipur,Clothing,Sneakers,3,26939,0.1,72735.3
102319,11/23/2025,C3821,Customer_834,Kolkata,Home Appliances,Vacuum Cleaner,4,32725,0,130900
102320,5/11/2024,C4419,Customer_1063,Mumbai,Electronics,Headphones,2,39620,0.2,63392
102321,6/9/2025,C7378,Customer_1407,Pune,Clothing,Jacket,4,28963,0.15,98474.2
102322,8/16/2024,C2330,Customer_172,Jaipur,Clothing,T-Shirt,2,16504,0,33008
102323,2/2/2024,C8072,Customer_1810,Ahmedabad,Home Appliances,Microwave,5,2381,0.05,11309.75
102324,11/2/2024,C7084,Customer_772,Ahmedabad,Electronics,Smartphone,4,49141,0.05,186735.8
102325,3/30/2024,C3558,Customer_601,Mumbai,Electronics,Bluetooth Speaker,4,23475,0.05,89205
102326,8/26/2025,C2759,Customer_2909,Bangalore,Electronics,Headphones,2,29513,0,59026
102327,4/17/2024,C1316,Customer_32,Mumbai,Furniture,Desk,2,25271,0,50542
102328,1/24/2024,C6495,Customer_1852,Jaipur,Clothing,Jacket,1,6967,0.2,5573.6
102329,9/3/2025,C1110,Customer_1843,Pune,Clothing,Dress,4,24121,0.1,86835.6
102330,9/15/2025,C4230,Customer_2241,Chennai,Clothing,T-Shirt,3,21269,0.05,60616.65
102331,12/17/2025,C7695,Customer_2891,Kolkata,Electronics,Smartphone,3,7792,0,23376
102332,5/7/2025,C8423,Customer_560,Pune,Furniture,Desk,1,42487,0,42487
102333,8/1/2025,C3101,Customer_2079,Bangalore,Clothing,Dress,5,28231,0.15,119981.75
102334,1/12/2024,C9458,Customer_2548,Kolkata,Clothing,Sneakers,5,2308,0.2,9232
102335,7/19/2024,C6402,Customer_1816,Nagpur,Home Appliances,Mixer,1,14268,0.2,11414.4
102336,11/15/2025,C6002,Customer_2114,Delhi,Furniture,Coffee Table,3,19586,0.1,52882.2
102337,5/31/2025,C2733,Customer_714,Hyderabad,Furniture,Office Chair,5,48784,0,243920
102338,7/2/2025,C5004,Customer_444,Ahmedabad,Home Appliances,Vacuum Cleaner,3,943,0,2829
102339,12/5/2025,C5566,Customer_281,Kolkata,Furniture,Office Chair,1,21657,0.15,18408.45
102340,5/27/2024,C5500,Customer_287,Mumbai,Home Appliances,Air Purifier,5,27978,0.15,118906.5
102341,2/11/2025,C2252,Customer_855,Delhi,Clothing,Jacket,3,20364,0.2,48873.6
102342,1/26/2024,C7714,Customer_998,Delhi,Furniture,Sofa,1,38172,0,38172
102343,9/7/2024,C5499,Customer_1585,Nagpur,Furniture,Coffee Table,4,28256,0,113024
102344,5/19/2025,C1404,Customer_1754,Hyderabad,Clothing,Sneakers,3,25995,0.05,74085.75
102345,8/20/2024,C8048,Customer_395,Kolkata,Furniture,Bookshelf,1,33454,0.15,28435.9
102346,2/18/2025,C6512,Customer_421,Bangalore,Clothing,Jeans,4,47644,0.05,181047.2
102347,3/19/2024,C8021,Customer_890,Jaipur,Electronics,Bluetooth Speaker,5,36375,0.05,172781.25
102348,3/10/2025,C1211,Customer_1173,Delhi,Furniture,Office Chair,2,12719,0.2,20350.4
102349,9/24/2025,C4553,Customer_476,Pune,Furniture,Sofa,4,4915,0.05,18677
102350,8/18/2025,C5793,Customer_1560,Hyderabad,Home Appliances,Microwave,4,16966,0.15,57684.4
102351,4/11/2025,C8286,Customer_1560,Bangalore,Home Appliances,Air Fryer,2,34187,0.2,54699.2
102352,8/25/2025,C5124,Customer_1408,Delhi,Clothing,Jacket,2,34253,0,68506
102353,9/28/2024,C2416,Customer_2653,Ahmedabad,Electronics,Laptop,2,34049,0.05,64693.1
102354,6/14/2024,C6782,Customer_978,Pune,Furniture,Sofa,4,6181,0.15,21015.4
102355,10/10/2025,C6033,Customer_2050,Bangalore,Electronics,Smartphone,2,21746,0.15,36968.2
102356,4/24/2024,C6376,Customer_2294,Nagpur,Home Appliances,Mixer,5,28679,0.15,121885.75
102357,2/6/2025,C6335,Customer_1819,Kolkata,Home Appliances,Vacuum Cleaner,1,38489,0.2,30791.2
102358,9/25/2024,C2457,Customer_2486,Mumbai,Home Appliances,Mixer,4,10049,0.15,34166.6
102359,12/7/2025,C4930,Customer_1393,Mumbai,Electronics,Smartphone,2,39189,0.15,66621.3
102360,2/24/2025,C4901,Customer_190,Kolkata,Furniture,Sofa,3,43845,0.05,124958.25
102361,5/6/2025,C5722,Customer_2543,Hyderabad,Furniture,Sofa,5,22130,0.15,94052.5
102362,11/30/2024,C9829,Customer_2922,Bangalore,Home Appliances,Vacuum Cleaner,1,49654,0.15,42205.9
102363,11/23/2024,C4578,Customer_1260,Hyderabad,Home Appliances,Mixer,3,46443,0,139329
102364,10/11/2024,C4817,Customer_1421,Mumbai,Clothing,Dress,2,15258,0,30516
102365,10/15/2024,C3170,Customer_1622,Jaipur,Home Appliances,Microwave,1,46292,0.15,39348.2
102366,4/20/2025,C4189,Customer_2049,Ahmedabad,Furniture,Coffee Table,5,29211,0.2,116844
102367,2/15/2024,C3037,Customer_2047,Ahmedabad,Electronics,Smartwatch,2,10573,0.2,16916.8
102368,6/24/2025,C9527,Customer_293,Jaipur,Electronics,Smartphone,1,38372,0.1,34534.8
102369,9/28/2025,C3491,Customer_2939,Chennai,Electronics,Smartphone,4,39334,0.2,125868.8
102370,6/10/2024,C1208,Customer_2682,Mumbai,Home Appliances,Air Fryer,3,47971,0,143913
102371,7/13/2025,C3058,Customer_1221,Kolkata,Clothing,Jacket,5,10191,0.15,43311.75
102372,11/27/2024,C2886,Customer_1568,Mumbai,Electronics,Laptop,3,4749,0,14247
102373,3/18/2025,C8896,Customer_1404,Chennai,Electronics,Laptop,2,21604,0.1,38887.2
102374,5/2/2024,C1922,Customer_1940,Chennai,Furniture,Sofa,1,18737,0.05,17800.15
102375,12/11/2025,C3061,Customer_1358,Nagpur,Furniture,Sofa,1,7139,0.1,6425.1
102376,6/5/2025,C4827,Customer_2436,Mumbai,Home Appliances,Air Purifier,1,37176,0,37176
102377,7/20/2024,C6214,Customer_1379,Chennai,Clothing,Jacket,5,21205,0.05,100723.75
102378,2/15/2024,C2170,Customer_86,Delhi,Clothing,Dress,4,26027,0.2,83286.4
102379,12/22/2024,C4055,Customer_2418,Nagpur,Clothing,T-Shirt,1,36315,0.05,34499.25
102380,2/12/2025,C8044,Customer_2366,Delhi,Furniture,Office Chair,3,17859,0,53577
102381,9/9/2024,C5403,Customer_1786,Chennai,Furniture,Office Chair,5,1012,0.1,4554
102382,5/5/2024,C6518,Customer_555,Delhi,Electronics,Smartwatch,2,25256,0.15,42935.2
102383,12/3/2024,C2957,Customer_533,Delhi,Home Appliances,Air Fryer,1,7896,0.2,6316.8
102384,8/15/2025,C5470,Customer_1327,Mumbai,Home Appliances,Air Fryer,1,12062,0.2,9649.6
102385,5/12/2025,C2604,Customer_1515,Pune,Clothing,T-Shirt,3,37658,0.05,107325.3
102386,9/3/2025,C1777,Customer_1649,Mumbai,Clothing,Dress,4,26041,0.1,93747.6
102387,8/26/2024,C7697,Customer_984,Hyderabad,Home Appliances,Microwave,3,28894,0,86682
102388,6/12/2025,C3957,Customer_236,Kolkata,Electronics,Smartphone,2,17278,0.1,31100.4
102389,12/3/2025,C2109,Customer_612,Ahmedabad,Furniture,Office Chair,1,26001,0.15,22100.85
102390,7/9/2025,C2852,Customer_150,Hyderabad,Home Appliances,Microwave,1,5341,0,5341
102391,6/16/2025,C1090,Customer_1374,Mumbai,Furniture,Desk,1,13020,0,13020
102392,8/16/2024,C8247,Customer_1517,Delhi,Home Appliances,Microwave,4,33282,0,133128
102393,2/7/2024,C8257,Customer_2163,Jaipur,Furniture,Coffee Table,4,28369,0.05,107802.2
102394,12/14/2024,C4423,Customer_2992,Nagpur,Electronics,Bluetooth Speaker,2,6792,0.1,12225.6
102395,7/22/2025,C5664,Customer_1238,Chennai,Furniture,Sofa,1,943,0.05,895.85
102396,5/11/2025,C3005,Customer_852,Kolkata,Clothing,Sneakers,2,13947,0.2,22315.2
102397,10/7/2024,C1600,Customer_2004,Nagpur,Furniture,Office Chair,2,38398,0.15,65276.6
102398,9/9/2025,C5947,Customer_1751,Mumbai,Furniture,Sofa,1,22181,0.05,21071.95
102399,3/22/2024,C2422,Customer_679,Ahmedabad,Electronics,Headphones,3,39144,0,117432
102400,1/26/2025,C5994,Customer_2063,Mumbai,Furniture,Bookshelf,3,30324,0.1,81874.8
102401,10/7/2024,C9328,Customer_1084,Ahmedabad,Home Appliances,Vacuum Cleaner,1,45283,0.2,36226.4
102402,11/24/2025,C7686,Customer_1017,Pune,Electronics,Bluetooth Speaker,4,4878,0.05,18536.4
102403,3/9/2024,C4878,Customer_982,Ahmedabad,Clothing,T-Shirt,1,33668,0.05,31984.6
102404,8/21/2024,C2424,Customer_653,Kolkata,Furniture,Coffee Table,4,10766,0.1,38757.6
102405,6/2/2024,C3833,Customer_1055,Ahmedabad,Electronics,Headphones,2,40524,0.05,76995.6
102406,8/25/2025,C4421,Customer_2506,Delhi,Furniture,Sofa,2,23403,0.05,44465.7
102407,3/24/2024,C8335,Customer_1349,Jaipur,Home Appliances,Vacuum Cleaner,2,28828,0.1,51890.4
102408,3/19/2025,C3323,Customer_1015,Ahmedabad,Furniture,Coffee Table,2,5551,0.2,8881.6
102409,6/24/2025,C5492,Customer_2035,Jaipur,Home Appliances,Air Purifier,5,16105,0.2,64420
102410,7/31/2024,C4630,Customer_2117,Ahmedabad,Home Appliances,Vacuum Cleaner,5,49185,0.2,196740
102411,8/9/2025,C3596,Customer_1185,Pune,Home Appliances,Mixer,5,24578,0.05,116745.5
102412,11/7/2025,C4579,Customer_2121,Bangalore,Furniture,Office Chair,3,1200,0.2,2880
102413,5/22/2024,C9439,Customer_2905,Ahmedabad,Clothing,Jeans,2,45648,0.2,73036.8
102414,10/12/2025,C5959,Customer_1903,Jaipur,Electronics,Smartphone,5,3937,0,19685
102415,11/8/2024,C5855,Customer_549,Delhi,Furniture,Sofa,4,5762,0.05,21895.6
102416,12/18/2025,C3548,Customer_2451,Chennai,Furniture,Desk,3,17284,0.05,49259.4
102417,4/2/2025,C4317,Customer_2996,Kolkata,Electronics,Headphones,4,46978,0.15,159725.2
102418,10/17/2025,C1743,Customer_70,Nagpur,Home Appliances,Mixer,4,15101,0.05,57383.8
102419,5/19/2024,C7039,Customer_1123,Bangalore,Home Appliances,Air Purifier,3,33250,0.1,89775
102420,8/3/2025,C1452,Customer_2555,Kolkata,Home Appliances,Air Purifier,1,45423,0.2,36338.4
102421,4/12/2024,C3126,Customer_1690,Pune,Furniture,Desk,2,49864,0.1,89755.2
102422,3/11/2024,C3514,Customer_149,Mumbai,Electronics,Smartwatch,4,48826,0.05,185538.8
102423,10/13/2024,C7369,Customer_108,Delhi,Clothing,Sneakers,1,34607,0.05,32876.65
102424,6/8/2025,C6668,Customer_1273,Jaipur,Home Appliances,Mixer,2,28985,0.15,49274.5
102425,3/29/2025,C1934,Customer_456,Jaipur,Furniture,Bookshelf,5,27402,0.05,130159.5
102426,3/12/2025,C3645,Customer_2836,Nagpur,Furniture,Sofa,2,20013,0.1,36023.4
102427,1/2/2025,C8421,Customer_1436,Mumbai,Electronics,Headphones,1,13236,0,13236
102428,7/16/2024,C3499,Customer_2455,Nagpur,Furniture,Coffee Table,4,45104,0.2,144332.8
102429,1/11/2025,C4979,Customer_881,Ahmedabad,Electronics,Laptop,3,33408,0.15,85190.4
102430,2/27/2024,C5608,Customer_2916,Pune,Clothing,Jeans,1,18955,0.15,16111.75
102431,2/28/2024,C5531,Customer_822,Bangalore,Home Appliances,Mixer,4,48327,0.15,164311.8
102432,1/30/2024,C4263,Customer_1576,Bangalore,Furniture,Sofa,1,49232,0,49232
102433,11/23/2025,C1186,Customer_2543,Ahmedabad,Clothing,Sneakers,2,14224,0.05,27025.6
102434,8/27/2024,C7998,Customer_2900,Delhi,Furniture,Sofa,4,28860,0.15,98124
102435,3/13/2024,C8450,Customer_657,Bangalore,Furniture,Sofa,5,19564,0.15,83147
102436,10/27/2025,C5238,Customer_592,Bangalore,Furniture,Coffee Table,4,26541,0,106164
102437,7/1/2025,C6051,Customer_321,Hyderabad,Home Appliances,Mixer,3,31818,0.1,85908.6
102438,3/5/2025,C8794,Customer_1570,Kolkata,Home Appliances,Air Purifier,5,910,0.05,4322.5
102439,3/22/2024,C2325,Customer_2668,Jaipur,Home Appliances,Air Purifier,4,28424,0.1,102326.4
102440,2/25/2024,C1976,Customer_24,Jaipur,Clothing,Jeans,2,30504,0.05,57957.6
102441,5/1/2024,C2281,Customer_2015,Nagpur,Furniture,Coffee Table,5,23135,0.2,92540
102442,9/30/2025,C3281,Customer_1891,Ahmedabad,Furniture,Coffee Table,4,35285,0.05,134083
102443,5/26/2025,C9017,Customer_1569,Mumbai,Clothing,Jacket,3,18095,0.2,43428
102444,8/12/2025,C5013,Customer_2259,Mumbai,Furniture,Office Chair,5,22012,0.05,104557
102445,7/29/2025,C7869,Customer_156,Delhi,Furniture,Coffee Table,4,23884,0.05,90759.2
102446,12/6/2025,C1202,Customer_2353,Nagpur,Clothing,Sneakers,4,10201,0.05,38763.8
102447,3/31/2024,C1477,Customer_596,Jaipur,Home Appliances,Mixer,3,12001,0.15,30602.55
102448,8/18/2024,C2180,Customer_1946,Mumbai,Home Appliances,Vacuum Cleaner,2,46650,0.1,83970
102449,8/13/2025,C7782,Customer_2659,Pune,Home Appliances,Air Purifier,1,39259,0,39259
102450,11/25/2024,C3673,Customer_793,Nagpur,Furniture,Desk,4,42782,0,171128
102451,9/13/2025,C6730,Customer_791,Kolkata,Electronics,Headphones,5,4147,0.2,16588
102452,5/19/2024,C7109,Customer_1568,Delhi,Clothing,Sneakers,4,35877,0.05,136332.6
102453,7/20/2024,C5365,Customer_1507,Nagpur,Home Appliances,Air Purifier,4,16881,0.1,60771.6
102454,1/11/2025,C1895,Customer_2317,Delhi,Furniture,Office Chair,1,30173,0.1,27155.7
102455,6/2/2024,C7341,Customer_1856,Pune,Home Appliances,Microwave,2,16175,0.15,27497.5
102456,7/26/2024,C1545,Customer_332,Bangalore,Furniture,Sofa,1,41711,0.1,37539.9
102457,1/29/2024,C3931,Customer_1439,Nagpur,Furniture,Coffee Table,5,1050,0.1,4725
102458,11/23/2024,C2654,Customer_1161,Nagpur,Furniture,Sofa,2,39359,0.15,66910.3
102459,8/11/2025,C1840,Customer_160,Jaipur,Home Appliances,Vacuum Cleaner,1,31226,0.05,29664.7
102460,11/14/2024,C4007,Customer_2197,Pune,Electronics,Bluetooth Speaker,3,25147,0.05,71668.95
102461,2/12/2025,C2523,Customer_2500,Delhi,Electronics,Smartwatch,4,2023,0.15,6878.2
102462,7/23/2025,C5072,Customer_652,Delhi,Furniture,Coffee Table,5,36145,0.2,144580
102463,12/4/2025,C8581,Customer_2833,Ahmedabad,Clothing,Jacket,5,46454,0,232270
102464,1/2/2025,C5582,Customer_2061,Kolkata,Clothing,Dress,5,34542,0.2,138168
102465,11/25/2024,C4720,Customer_1767,Nagpur,Furniture,Bookshelf,1,35445,0.2,28356
102466,2/18/2024,C4495,Customer_1711,Bangalore,Furniture,Bookshelf,1,27691,0.15,23537.35
102467,8/9/2025,C5258,Customer_16,Hyderabad,Electronics,Smartphone,2,20594,0.1,37069.2
102468,5/14/2025,C6001,Customer_271,Hyderabad,Clothing,Jeans,3,5500,0,16500
102469,12/21/2025,C6062,Customer_2449,Mumbai,Electronics,Smartphone,1,29328,0.1,26395.2
102470,1/9/2025,C9054,Customer_2839,Kolkata,Clothing,Sneakers,2,48034,0.05,91264.6
102471,2/26/2024,C1779,Customer_162,Delhi,Electronics,Smartphone,5,47623,0.15,202397.75
